,Acquisition Amount,Acquisition Date,Acquisition Method,Address,Asbestos Survey RFP Group,BTF Recommendation,Bid Price Contractor Amount,Case GTJ Photo Link,Current Status,Current Status Date,Demo Contractor,Demo Contractor Proceed Date,Demo RFP Group,Foreclosure Year,Grant Program,Knock Down Date,NTP Batch,NTP Date,Occupancy Model Last Update,Occupancy Model Probability,Parcel ID,Photo URL,Pipeline,Planned Knock Down Date,Program,Property Ownership,Sold - Auction,Sold - Direct Sale,Sold - Side Lot,Sold Date,Util Cut Status
0,,2014-07-10,Transfer-City PDD,330 Kenilworth,05192014D,Further Analysis,19000.0,http://www.gtjadmin.com/view_assets.asp?id=1874635,,2016-03-30,DMC Consultants,2014-10-11,9F,2009,a07j0000003iIyrAAE,2014-12-29,HHF1 NTP 5,,,,01003046.,https://wdwot.s3.amazonaws.com/blexts/000/587/738/8e9bfa6f5a6d1fc5.jpg?t=1465013130,,2014-12-29,Side Lot,Formerly DLBA Owned,False,False,True,2016-02-20,Double Cut
1,,2016-01-13,Transfer-WCT,337 Kenilworth,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003102.003,https://wdwot.s3.amazonaws.com/blexts/000/013/423/blext20131206-32097-10t11v8.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
2,,2015-01-06,Transfer-WCT,17508 Plainview,,,0.0,,For Sale,2016-03-30,,,,2014,,,,,,,22094039.,https://wdwot.s3.amazonaws.com/blexts/000/013/457/blext20131206-32097-vrhs56.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
3,,2016-01-13,Transfer-WCT,562 Belmont,NAP 1.7.16,Community Input,0.0,http://www.gtjadmin.com/view_assets.asp?id=2095722,Demo Contracted,2017-03-13,Smalley,,2.1.2017B,2009,,,,,2017-03-15,14.3120027430898,03002717.,https://wdwot.s3.amazonaws.com/blexts/000/665/752/7fdb3afe301260f4.jpg?t=1475554142,Non-HHF Demo,,Non-HHF Demo,DLBA Owned,False,False,False,,Double Cut
4,,2014-03-04,Transfer-City PDD,563 Belmont,5042014,Structure Removal,20400.0,http://www.gtjadmin.com/view_assets.asp?id=1873920,For Sale,2016-03-30,Blue Star,,6O,2012,a07j0000003iIyrAAE,2014-09-03,HHF1 NTP 4,,,,03002734.,https://wdwot.s3.amazonaws.com/blexts/000/614/627/c36e937802e8206c.jpg?t=1468382849,Side Lot,2014-09-03,Side Lot,DLBA Owned,False,False,False,,Double Cut
5,,2014-03-04,Transfer-City PDD,568 Belmont,,Community Input,0.0,http://www.gtjadmin.com/view_assets.asp?id=1874043,,2015-03-14,,,,2012,,,,,2017-03-15,5.04159017374991,03002716.,https://wdwot.s3.amazonaws.com/blexts/000/665/756/969ad210b4a412cd.jpg?t=1475554143,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
6,,2016-01-13,Transfer-WCT,345 Harmon,12.1.15,Structure Removal,0.0,,For Sale,2016-06-01,Rickman Enterprise Group,,51189,,,2016-02-22,,,,,01003422.,https://wdwot.s3.amazonaws.com/blexts/000/613/929/e24ba2899f513bf2.jpg?t=1468296574,Side Lot,,Side Lot,DLBA Owned,False,False,False,,Double Cut
7,,2014-12-02,Transfer-MLB,3809 Martin,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,18011185.002L,https://wdwot.s3.amazonaws.com/blexts/000/008/329/blext20131205-1663-jmxo8e.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
8,,2014-01-23,Transfer-WCT,3234 Cicotte,10132014A,Structure Removal,8680.0,http://www.gtjadmin.com/view_assets.asp?id=1894145,Demolished,2015-03-15,"Adamo Group, Inc.",,11A,2013,a07j0000003iIyrAAE,2015-01-29,HHF1 NTP 15,2014-09-26,,,18010381.,https://wdwot.s3.amazonaws.com/blexts/000/008/333/blext20131205-1663-16y7fe3.jpg,HHF Demo,2015-01-15,HHF Demo,DLBA Owned,False,False,False,,Double Cut
9,,2016-01-13,Transfer-WCT,576 Belmont,,Structure Removal,0.0,http://gtjadmin.com/view_assets.asp?id=2053377,,2016-03-02,,,,,,,,,2017-03-15,14.3120027430898,03002715.,https://wdwot.s3.amazonaws.com/blexts/000/665/755/a1bdbf5eb6eddda9.jpg?t=1475554143,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
10,,2015-01-06,Transfer-WCT,3811 Martin,,Community Input,0.0,,For Sale,2016-03-30,,,,2014,,,,,,,18011185.001,https://wdwot.s3.amazonaws.com/blexts/000/008/339/blext20131205-1663-d0vkma.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
11,,2014-12-04,Transfer-City PDD,582 Belmont,,,0.0,,For Sale,2016-03-30,,,,2004,,,,,,,03002714.,https://wdwot.s3.amazonaws.com/blexts/000/008/347/blext20131205-1663-1uykqd6.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
12,,2015-06-16,Transfer-City PDD,8089 Walden,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,17001367.,https://wdwot.s3.amazonaws.com/blexts/000/174/952/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
13,,2015-01-06,Transfer-WCT,3206 Cicotte,,Community Input,0.0,,,2017-01-13,,,,2014,,,,,,,18001524.,https://wdwot.s3.amazonaws.com/blexts/000/008/369/blext20131205-23327-6t822f.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-01-13,No Cuts Confirmed
14,,2014-01-23,Transfer-WCT,596 Belmont,,,0.0,,For Sale,2016-03-30,,,,2013,,,,,,,03002712.,https://wdwot.s3.amazonaws.com/blexts/000/008/379/blext20131205-1663-1htdoh3.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
15,,2015-02-25,Transfer-MLB,3218 Cicotte,,Community Input,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,18001525.,https://wdwot.s3.amazonaws.com/blexts/000/008/389/blext20131205-23327-1qmreb9.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
16,,2014-07-10,Transfer-City PDD,8090 Georgia,,Structure Removal,0.0,,Intake Review,2015-03-18,,,,2003,,,,,2017-03-15,14.3120027430898,17001406.,https://wdwot.s3.amazonaws.com/blexts/000/174/635/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
17,,2014-12-02,Transfer-MLB,600 Belmont,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,03002711.,https://wdwot.s3.amazonaws.com/blexts/000/008/394/blext20131205-1663-jxjnym.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
18,,2014-12-04,Transfer-City PDD,606 Belmont,,,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,03002710.,https://wdwot.s3.amazonaws.com/blexts/000/008/406/blext20131205-1663-1efr0ur.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
19,,2015-01-06,Transfer-WCT,5538 Ashley,,Community Input,0.0,,,2016-03-30,,,,2014,,,,,,,21078666.,https://wdwot.s3.amazonaws.com/blexts/000/656/330/e3f5bbc983eb8646.jpg?t=1473998954,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-05-28,No Cuts Confirmed
20,,2016-01-15,Transfer-WCT,3715 Martin,6.15.2016A,,0.0,http://gtjadmin.com/view_assets.asp?id=2053043,Demo Pipeline,2016-06-07,,,,,a07j000000EHcY6AAL,,HHF4 NTP 8,2016-06-07,2017-03-15,14.3120027430898,18011191.,https://wdwot.s3.amazonaws.com/blexts/000/008/414/blext20131205-1663-1dotlt8.jpg,HHF Demo,,HHF Demo,DLBA Owned,False,False,False,,Double Cut
21,,2014-03-04,Transfer-City PDD,612 Belmont,5042014,Structure Removal,13500.0,http://www.gtjadmin.com/view_assets.asp?id=1873609,Sales Review,2016-03-30,Blue Star,,6M,2012,a07j0000003iIyrAAE,2014-09-03,HHF1 NTP 4,,,,03002709.,https://wdwot.s3.amazonaws.com/blexts/000/614/639/c40716227a5b5d77.jpg?t=1468382851,Side Lot,2014-09-03,Side Lot,DLBA Owned,False,False,False,,Double Cut
22,,2016-01-13,Transfer-WCT,607 Belmont,12.1.15,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2095723,Demo Contracted,2017-01-20,Able Demolition,,8.18.2016I,,,,,,2017-03-15,14.3120027430898,03002740.,https://wdwot.s3.amazonaws.com/blexts/000/614/638/6a97a2e7bbbe0e21.jpg?t=1468382851,Non-HHF Demo,,Non-HHF Demo,DLBA Owned,False,False,False,,Double Cut
23,,2014-01-23,Transfer-WCT,3709 Martin,10132014A,Structure Removal,15172.0,http://www.gtjadmin.com/view_assets.asp?id=1894245,Sales Review,2016-03-30,"Adamo Group, Inc.",,11A,2013,a07j0000003iIyrAAE,2015-02-09,HHF1 NTP 15,2014-09-26,,,18011192-3,https://wdwot.s3.amazonaws.com/blexts/000/008/425/blext20131205-1663-45joq1.jpg,Side Lot,2015-01-27,Side Lot,DLBA Owned,False,False,False,,Double Cut
24,,2014-07-10,Transfer-City PDD,613 Belmont,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=1874669,,2015-03-14,,,,2012,,,,,2017-03-15,14.3120027430898,03002741.,https://wdwot.s3.amazonaws.com/blexts/000/665/770/e2295b031357ebec.jpg?t=1475554146,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
25,,2016-01-13,Transfer-WCT,616 Belmont,,Further Analysis,0.0,http://gtjadmin.com/view_assets.asp?id=2053358,,2016-03-02,,,,,,,,,2017-03-15,14.3120027430898,03002708.,https://wdwot.s3.amazonaws.com/blexts/000/665/762/6134871b1d26ac2b.jpg?t=1475554144,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
26,,2014-07-10,Transfer-City PDD,624 Belmont,,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=1874677,,2015-03-06,,,,2012,,,,,2017-03-15,59.114413872798,03002707.,https://wdwot.s3.amazonaws.com/blexts/000/665/766/881f2c38c64deba9.jpg?t=1475554145,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
27,,2014-03-04,Transfer-City PDD,307 Harmon,05042014B,Structure Removal,10900.0,http://www.gtjadmin.com/view_assets.asp?id=1873925,,2016-03-30,Blue Star,,6O,2010,a07j0000003iIyrAAE,2014-08-30,HHF1 NTP 4,,,,01003416.,https://wdwot.s3.amazonaws.com/blexts/000/008/446/blext20131205-1663-1bblh2k.jpg,,2014-08-30,Side Lot,Formerly DLBA Owned,False,False,True,2015-07-29,Double Cut
28,,2017-01-13,Transfer-WCT,627 Belmont,,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2162948,Demo Review,2017-03-14,,,,2011,,,,,2017-03-15,14.3120027430898,03002743.,https://wdwot.s3.amazonaws.com/blexts/000/665/783/f02cbb7e228bb341.jpg?t=1475554148,HHF Demo,,HHF Demo,DLBA Owned,False,False,False,,No Cuts Confirmed
29,,2014-12-04,Transfer-City PDD,301 Harmon,,,0.0,,,2016-03-30,,,,2006,,,,,,,01003415.,https://wdwot.s3.amazonaws.com/blexts/000/008/463/blext20131205-1663-1bac569.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-07-29,No Cuts Confirmed
30,,2016-01-13,Transfer-WCT,634 Belmont,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,03002706.,https://wdwot.s3.amazonaws.com/blexts/000/008/465/blext20131205-1663-93oc8c.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
31,,2016-01-14,Transfer-City PDD,18617 Carrie,,,0.0,,,2017-03-03,,,,2009,,,,,,,15008510.,https://wdwot.s3.amazonaws.com/blexts/000/147/354/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
32,,2014-03-04,Transfer-City PDD,297 Harmon,05042014B,Structure Removal,12900.0,http://www.gtjadmin.com/view_assets.asp?id=1873924,,2016-03-30,Blue Star,,6N,2012,a07j0000003iIyrAAE,2014-08-19,HHF1 NTP 4,,,,01003414.,https://wdwot.s3.amazonaws.com/blexts/000/613/924/54a05015d7fb0062.jpg?t=1468296574,,2014-08-19,Side Lot,Formerly DLBA Owned,False,False,True,2015-09-15,Double Cut
33,,2016-01-13,Transfer-WCT,647 Belmont,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,03002746.,https://wdwot.s3.amazonaws.com/blexts/000/008/491/blext20131205-19615-18meg49.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
34,,2016-01-15,Transfer-WCT,17191 Murray Hill,,Further Analysis,0.0,http://gtjadmin.com/view_assets.asp?id=2061780,Sold,2017-03-16,,,,,,,,,2017-03-15,14.3120027430898,22060371.,https://wdwot.s3.amazonaws.com/blexts/000/551/810/dfe0ebb9e13ceb13.jpg?t=1455426123,Auction,,Auction,DLBA Owned,True,False,False,,No Cuts Confirmed
35,,2016-01-13,Transfer-WCT,7431 E Hildale,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,15004631.,https://wdwot.s3.amazonaws.com/blexts/000/147/357/blext.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
36,,2014-12-04,Transfer-City PDD,7686 Ashton,,,0.0,,,2016-08-12,,,,2005,,,,,,,22074740.,https://wdwot.s3.amazonaws.com/blexts/000/147/337/blext.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2016-08-12,No Cuts Confirmed
37,,2015-06-25,Default Judgement,19369 Wisconsin,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=2096226,Under Construction,2016-10-07,,,,2013,,,,,2017-03-15,59.114413872798,16035004.,https://wdwot.s3.amazonaws.com/blexts/000/673/218/8b89ac955887276b.jpg?t=1476726034,Rehabbed and Ready,,Rehabbed and Ready,DLBA Owned,False,False,False,,No Cuts Confirmed
38,,2016-01-13,Transfer-WCT,294 Kenilworth,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003051.,https://wdwot.s3.amazonaws.com/blexts/000/609/594/51dedc3782ec561b.jpg?t=1467432384,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
39,,2015-06-16,Transfer-City PDD,17190 Archdale,,Further Analysis,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,22071354-5,https://wdwot.s3.amazonaws.com/blexts/000/013/570/blext20131206-17307-qdtw9n.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
40,,2017-01-13,Transfer-WCT,17200 Archdale,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=2165207,Demo Review,2017-02-03,,,,2011,,,,,2017-03-15,14.3120027430898,22071356.,https://wdwot.s3.amazonaws.com/blexts/000/013/600/blext20131206-17307-1qgh678.jpg,HHF Demo,,HHF Demo,DLBA Owned,False,False,False,,No Cuts Confirmed
41,,2014-07-10,Transfer-City PDD,17208 Archdale,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=1891879,,2015-03-14,,,,2012,,,,,2017-03-15,59.114413872798,22071357.,https://wdwot.s3.amazonaws.com/blexts/000/013/613/blext20131206-17307-xzd6mu.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
42,,2014-12-04,Transfer-City PDD,270 Kenilworth,,,0.0,,For Sale,2016-03-30,,,,2010,,,,,,,01003054.,https://wdwot.s3.amazonaws.com/blexts/000/609/613/2fb5da37f59ba1d2.jpg?t=1467432388,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
43,,2016-01-13,Transfer-WCT,1250 Lawrence,12.1.15,Structure Removal,0.0,http://gtjadmin.com/view_assets.asp?id=2042139,Demolished,2016-03-24,Rickman Enterprise Group,,51189,,,2016-02-22,,,,,06002994.,https://wdwot.s3.amazonaws.com/blexts/000/612/707/e64c7ede546e804c.jpg?t=1468037170,Non-HHF Demo,,Non-HHF Demo,DLBA Owned,False,False,False,,Double Cut
44,,2014-12-04,Transfer-City PDD,6955 Clayton,,,0.0,,For Sale,2016-03-30,,,,2009,,,,,,,18001680.,https://wdwot.s3.amazonaws.com/blexts/000/013/661/blext20131206-13247-1suc2nw.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
45,500.0,2017-02-03,Purchase-We Buy It,256 Kenilworth,,,0.0,http://gtjadmin.com/view_assets.asp?id=2062068,Sales Review,2017-03-19,,,,,,,,,2017-03-15,14.3120027430898,01003056.,https://wdwot.s3.amazonaws.com/blexts/000/662/465/2c5db9d163b76575.jpg?t=1475035649,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
46,,2015-06-16,Transfer-City PDD,1212 Coplin,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,21051260.,https://wdwot.s3.amazonaws.com/blexts/000/013/691/blext20131206-13247-1g5hq2e.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
47,,2014-12-02,Transfer-MLB,1533 Cavalry,,,0.0,,,2016-03-30,,,,,,,,,,,16015149.,https://wdwot.s3.amazonaws.com/blexts/000/013/704/blext20131206-32097-bwrm8m.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2014-12-06,No Cuts Confirmed
48,,2017-01-13,Transfer-WCT,1234 Lawrence,,Community Input,0.0,http://www.gtjadmin.com/view_assets.asp?id=2163959,Sales Pipeline,2017-02-28,,,,2013,,,,,2017-03-15,24.1644727385952,06002996.,https://wdwot.s3.amazonaws.com/blexts/000/665/205/e72c1554947c7f80.jpg?t=1475554038,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
49,,2017-01-13,Transfer-WCT,508 Englewood,,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2162952,Sales Pipeline,2017-03-23,,,,2013,,,,,2017-03-15,14.3120027430898,03002905.,https://wdwot.s3.amazonaws.com/blexts/000/666/016/cb54a61e3ee31a33.jpg?t=1475554193,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
50,,2016-01-13,Transfer-WCT,1574 Monterey,,,0.0,,,2016-08-25,,,,,,,,,,,06003311.,https://wdwot.s3.amazonaws.com/blexts/000/008/602/blext20131205-23327-espye0.jpg,,,Community Partner,Formerly DLBA Owned,False,True,False,2016-08-25,No Cuts Confirmed
51,,2017-01-13,Transfer-WCT,2996 Western,10.27.16B1,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2164564,,2017-03-21,,,,,,,,,2017-03-15,59.114413872798,20010720.,https://wdwot.s3.amazonaws.com/blexts/000/008/639/blext20131205-23327-x2wlh8.jpg,Auction,,Auction,DLBA Owned,False,False,False,,Double Cut
52,,2016-01-15,Transfer-WCT,17166 Murray Hill,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,22060081.002L,https://wdwot.s3.amazonaws.com/blexts/000/008/640/blext20131205-1663-11y50ij.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
53,,2014-03-04,Transfer-City PDD,526 Englewood,05042014B,Structure Removal,9900.0,http://www.gtjadmin.com/view_assets.asp?id=1873927,Sales Review,2016-03-30,Blue Star,,6M,2010,a07j0000003iIyrAAE,2014-08-27,HHF1 NTP 4,,,,03002902.,https://wdwot.s3.amazonaws.com/blexts/000/613/486/2c20a7951c5cbb86.jpg?t=1468296491,Side Lot,2014-08-27,Side Lot,DLBA Owned,False,False,False,,Double Cut
54,,2016-01-13,Transfer-WCT,1573 Richton,,,0.0,,,2016-08-25,,,,,,,,,,,06003339.,https://wdwot.s3.amazonaws.com/blexts/000/008/671/blext20131205-23327-1eq1t7s.jpg,,,Community Partner,Formerly DLBA Owned,False,True,False,2016-08-25,No Cuts Confirmed
55,,2016-01-13,Transfer-WCT,1569 Richton,,,0.0,,,2016-08-25,,,,,,,,,,,06003338.,https://wdwot.s3.amazonaws.com/blexts/000/008/683/blext20131205-23327-1xsl44y.jpg,,,Community Partner,Formerly DLBA Owned,False,True,False,2016-08-25,No Cuts Confirmed
56,,2017-01-13,Transfer-WCT,17196 Murray Hill,,,0.0,http://www.gtjadmin.com/view_assets.asp?id=2164874,,2017-02-03,,,,,,,,,2017-03-15,59.114413872798,22060085.,https://wdwot.s3.amazonaws.com/blexts/000/008/693/blext20131205-1663-i02a4a.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
57,,2017-01-13,Transfer-WCT,16892 Harlow,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=2165020,Sales Review,2017-02-03,,,,2012,,,,,2017-03-15,5.04159017374991,22069826.,https://wdwot.s3.amazonaws.com/blexts/000/683/764/770a492af8bc2191.jpg?t=1478146202,Auction,,Auction,DLBA Owned,False,False,False,,No Cuts Confirmed
58,,2016-01-13,Transfer-WCT,1549 Richton,,,0.0,,,2016-08-25,,,,,,,,,,,06003333.,https://wdwot.s3.amazonaws.com/blexts/000/008/727/blext20131205-23327-10bidxa.jpg,,,Community Partner,Formerly DLBA Owned,False,True,False,2016-08-25,No Cuts Confirmed
59,,2015-06-16,Transfer-City PDD,18116 Concord,,,0.0,,For Sale,2016-03-30,,,,2004,,,,,,,15011112-3,https://wdwot.s3.amazonaws.com/blexts/000/146/342/blext.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
60,,2016-01-13,Transfer-WCT,544 Englewood,NAP 1.7.16,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2095724,Demolished,2016-06-13,Brown Environmental Construction,2016-04-15,NAP DEMO 1.27.16,,,2016-05-11,,,,,03002899.,https://wdwot.s3.amazonaws.com/blexts/000/613/493/81e4dd5bc38bdc6a.jpg?t=1468296493,Non-HHF Demo,,Non-HHF Demo,DLBA Owned,False,False,False,,Double Cut
61,,2015-02-25,Transfer-MLB,4458 Joseph Campau,,,0.0,,,2017-01-13,,,,,,,,,,,11002407.,https://wdwot.s3.amazonaws.com/blexts/000/391/034/blext.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-01-13,No Cuts Confirmed
62,,2014-03-04,Transfer-City PDD,248 Kenilworth,04222014C,Structure Removal,12900.0,http://www.gtjadmin.com/view_assets.asp?id=1873755,Demolished,2015-03-15,Blue Star,,6N,2010,a07j0000003iIyrAAE,2014-08-26,HHF1 NTP 3,2014-05-14,,,01003057.,https://wdwot.s3.amazonaws.com/blexts/000/609/620/237be78f0f79373a.jpg?t=1467432389,HHF Demo,2014-08-26,HHF Demo,DLBA Owned,False,False,False,,Double Cut
63,,2014-12-04,Transfer-City PDD,17230 Plainview,,,0.0,,,2016-03-30,,,,,,,,,,,22094022.,https://wdwot.s3.amazonaws.com/blexts/000/013/748/blext20131206-32097-34h39b.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-06-25,No Cuts Confirmed
64,,2014-12-04,Transfer-City PDD,1172 Lawrence,,,0.0,,For Sale,2016-03-30,,,,2009,,,,,,,06003005.,https://wdwot.s3.amazonaws.com/blexts/000/013/749/blext20131206-17307-tt54do.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
65,,2014-12-04,Transfer-City PDD,17160 Archdale,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,22071351.,https://wdwot.s3.amazonaws.com/blexts/000/013/756/blext20131208-1444-1wv2cpn.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
66,,2015-06-16,Transfer-City PDD,1200 Coplin,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,21051258.,https://wdwot.s3.amazonaws.com/blexts/000/013/758/blext20131209-9620-1ealgk6.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
67,,2014-12-04,Transfer-City PDD,240 Kenilworth,,,0.0,,,2017-03-24,,,,2005,,,,,,,01003058.,https://wdwot.s3.amazonaws.com/blexts/000/609/617/8d62d732cc595a90.jpg?t=1467432389,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
68,,2014-12-04,Transfer-City PDD,17144 Archdale,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,22071349.,https://wdwot.s3.amazonaws.com/blexts/000/013/803/blext20131209-17166-v4316p.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
69,,2014-12-04,Transfer-City PDD,17134 Archdale,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,22071348.,https://wdwot.s3.amazonaws.com/blexts/000/013/807/blext20131206-17307-1s2960i.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
70,,2014-07-10,Transfer-City PDD,6925 Clayton,10132014A,Structure Removal,21665.0,http://www.gtjadmin.com/view_assets.asp?id=1894241,,2016-03-30,"Adamo Group, Inc.",,11A,2010,a07j0000003iIyrAAE,2015-02-12,HHF1 NTP 15,2014-09-26,,,18001675.,https://wdwot.s3.amazonaws.com/blexts/000/013/809/blext20131206-13247-tjxjhb.jpg,,2015-01-29,Side Lot,Formerly DLBA Owned,False,False,True,2015-06-26,Double Cut
71,,2016-01-15,Transfer-WCT,4557 Farmbrook,,,0.0,http://gtjadmin.com/view_assets.asp?id=2082958,Sales Review,2016-03-31,,,,,,,,,2017-03-15,14.3120027430898,21078204.,https://wdwot.s3.amazonaws.com/blexts/000/564/645/96361b65804ea5e6.jpg?t=1459569761,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
72,,2016-02-17,Donation-NAP,1221 Lawrence,,Further Analysis,0.0,http://gtjadmin.com/view_assets.asp?id=2141061,Sales Review,2016-11-09,,,,,,,,,2017-03-15,14.3120027430898,06002924.,https://wdwot.s3.amazonaws.com/blexts/000/665/212/4ccb6923e0d453c3.jpg?t=1475554039,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
73,,2014-07-10,Transfer-City PDD,4529 Farmbrook,10132014C,Structure Removal,13900.0,http://www.gtjadmin.com/view_assets.asp?id=1874929,For Sale,2016-03-30,Homrich,,10D,2012,a07j0000003iIyrAAE,2015-01-27,HHF1 NTP 15,2014-09-26,,,21078207.,https://wdwot.s3.amazonaws.com/blexts/000/013/878/blext20131206-17307-16khoku.jpg,Side Lot,2015-01-27,Side Lot,DLBA Owned,False,False,False,,Double Cut
74,,2014-07-10,Transfer-City PDD,6905 Clayton,10132014A,Structure Removal,10203.0,http://www.gtjadmin.com/view_assets.asp?id=1887700,,2016-03-30,"Adamo Group, Inc.",,11A,2010,a07j0000003iIyrAAE,2015-02-12,HHF1 NTP 15,2014-09-26,,,18001672.,https://wdwot.s3.amazonaws.com/blexts/000/013/895/blext20131206-13247-gu1drd.jpg,,2015-01-29,Side Lot,Formerly DLBA Owned,False,False,True,2015-07-09,Double Cut
75,,2014-01-23,Transfer-WCT,4517 Farmbrook,10132014C,Community Input,12900.0,http://www.gtjadmin.com/view_assets.asp?id=1871624,For Sale,2016-08-11,Homrich,,10D,2013,a07j0000003iIyrAAE,2015-01-13,HHF1 NTP 15,2014-09-26,,,21078208.,https://wdwot.s3.amazonaws.com/blexts/000/013/900/blext20131206-17307-mbg67c.jpg,Side Lot,2015-01-13,Side Lot,DLBA Owned,False,False,False,,Double Cut
76,,2015-06-16,Transfer-City PDD,9500 Sanilac,,,0.0,,For Sale,2016-03-30,,,,2012,,,,,,,21068618.,https://wdwot.s3.amazonaws.com/blexts/000/013/916/blext20131206-13247-1hs86gk.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
