,Acquisition Amount,Acquisition Date,Acquisition Method,Address,Asbestos Survey RFP Group,BTF Recommendation,Bid Price Contractor Amount,Case GTJ Photo Link,Current Status,Current Status Date,Demo Contractor,Demo Contractor Proceed Date,Demo RFP Group,Foreclosure Year,Grant Program,Knock Down Date,NTP Batch,NTP Date,Occupancy Model Last Update,Occupancy Model Probability,Parcel ID,Photo URL,Pipeline,Planned Knock Down Date,Program,Property Ownership,Sold - Auction,Sold - Direct Sale,Sold - Side Lot,Sold Date,Util Cut Status
156,,2014-12-02,Transfer-MLB,17206 Fenmore,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,22072292.,https://wdwot.s3.amazonaws.com/blexts/000/014/345/blext20131206-17307-cfrz01.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
157,,2014-12-04,Transfer-City PDD,126 Westminster,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003127.,https://wdwot.s3.amazonaws.com/blexts/000/014/353/blext20131206-32097-wjom15.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
158,,2015-06-16,Transfer-City PDD,1930 Lawrence,,,0.0,,For Sale,2016-03-30,,,,2006,,,,,,,08003367.,https://wdwot.s3.amazonaws.com/blexts/000/014/374/blext20131206-17307-7csh10.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
159,,2014-03-04,Transfer-City PDD,4837 Radnor,03282014B,Community Input,4920.0,http://www.gtjadmin.com/view_assets.asp?id=1873675,,2016-03-30,"Adamo Group, Inc.",,4D,2010,a07j0000003iIyrAAE,2014-07-03,HHF1 NTP 2,2014-03-27,,,21078446-7,https://wdwot.s3.amazonaws.com/blexts/000/014/392/blext20131209-17017-1gswluz.jpg,,2014-06-18,Side Lot,Formerly DLBA Owned,False,False,True,2015-07-29,Double Cut
160,,2015-06-16,Transfer-City PDD,4226 Joseph Campau,,,0.0,,,2016-12-13,,,,,,,,,,,11002391.,https://wdwot.s3.amazonaws.com/blexts/000/391/071/blext.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2016-12-13,No Cuts Confirmed
161,,2015-06-16,Transfer-City PDD,4257 Joseph Campau,,,0.0,,Vacant Land,2016-07-26,,,,2006,,,,,,,11002733.,https://wdwot.s3.amazonaws.com/blexts/000/391/058/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
162,,2015-01-06,Transfer-WCT,4821 Radnor,,,0.0,,,2016-03-30,,,,2014,,,,,,,21078448.,https://wdwot.s3.amazonaws.com/blexts/000/014/420/blext20131209-1628-w1cg3l.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-01-24,No Cuts Confirmed
163,,2015-06-16,Transfer-City PDD,4238 Joseph Campau,,,0.0,,,2016-12-13,,,,,,,,,,,11002393.,https://wdwot.s3.amazonaws.com/blexts/000/391/065/blext.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2016-12-13,No Cuts Confirmed
164,,2014-12-04,Transfer-City PDD,17174 Fenmore,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,22072288.,https://wdwot.s3.amazonaws.com/blexts/000/014/443/blext20131206-17307-s98c4k.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
165,,2014-07-10,Transfer-City PDD,3220 Montgomery,3.29.2016B,Structure Removal,16050.0,http://gtjadmin.com/view_assets.asp?id=2067929,Demolished,2016-08-09,Salenbien Trucking & Excavating Inc.,2016-06-24,6.1.2016G,2010,a07j000000EHcY6AAL,2016-08-09,HHF4 NTP 2,2016-03-18,,,12001660.,https://wdwot.s3.amazonaws.com/blexts/000/559/543/fc468cc080ad47f4.jpg?t=1456549342,HHF Demo,2016-08-04,HHF Demo,DLBA Owned,False,False,False,,Double Cut
166,,2017-01-13,Transfer-WCT,11532 John R,,,0.0,,,2017-03-20,,,,2011,,,,,,,01003535.002,https://wdwot.s3.amazonaws.com/blexts/000/009/326/blext20131205-19787-1yslwdr.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-20,No Cuts Confirmed
167,,2014-12-04,Transfer-City PDD,200 Englewood,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,01003535.003L,https://wdwot.s3.amazonaws.com/blexts/000/009/345/blext20131205-19787-n6n0ad.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
168,,2014-12-04,Transfer-City PDD,53 Harmon,,,0.0,,,2016-03-30,,,,,,,,,,,01003383.,https://wdwot.s3.amazonaws.com/blexts/000/009/397/blext20131206-17307-7q52n9.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-07-25,No Cuts Confirmed
169,,2014-12-04,Transfer-City PDD,61 Harmon,,,0.0,,,2016-03-30,,,,,,,,,,,01003384.,https://wdwot.s3.amazonaws.com/blexts/000/009/400/blext20131206-17307-1ieuo75.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-04-13,No Cuts Confirmed
170,,2014-03-04,Transfer-City PDD,67 Harmon,03282014C,Structure Removal,8100.0,http://www.gtjadmin.com/view_assets.asp?id=1873757,,2016-03-30,ABC Demolition,,4a,,a07j0000003iIyrAAE,2014-07-01,HHF1 NTP 2,2014-03-27,,,01003385.,https://wdwot.s3.amazonaws.com/blexts/000/613/906/782bb30661c7001a.jpg?t=1468296571,,2014-07-18,Side Lot,Formerly DLBA Owned,False,False,True,2016-01-12,Double Cut
171,,2016-01-14,Transfer-City PDD,1550 Cortland,,Community Input,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,06003428.,https://wdwot.s3.amazonaws.com/blexts/000/009/414/blext20131209-17002-mhrnap.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
172,,2014-12-04,Transfer-City PDD,79 Harmon,,,0.0,,,2016-03-30,,,,2009,,,,,,,01003387.,https://wdwot.s3.amazonaws.com/blexts/000/009/420/blext20131206-17307-1h4wphn.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-02-27,No Cuts Confirmed
173,,2014-12-04,Transfer-City PDD,92 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,01003374.,https://wdwot.s3.amazonaws.com/blexts/000/009/421/blext20131206-31959-eqhvsl.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
174,,2016-01-14,Transfer-City PDD,1554 Cortland,,Community Input,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,06003427.,https://wdwot.s3.amazonaws.com/blexts/000/009/424/blext20131206-32097-1uwwutc.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
175,,2014-12-04,Transfer-City PDD,87 Harmon,,,0.0,,,2017-03-10,,,,,,,,,,,01003388.,https://wdwot.s3.amazonaws.com/blexts/000/009/425/blext20131206-17307-1p14n2i.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-10,No Cuts Confirmed
176,,2014-12-04,Transfer-City PDD,100 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,01003373.,https://wdwot.s3.amazonaws.com/blexts/000/009/432/blext20131206-31959-jw6inm.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
177,,2014-12-04,Transfer-City PDD,95 Harmon,,Community Input,0.0,,,2017-03-07,,,,,,,,,,,01003389.,https://wdwot.s3.amazonaws.com/blexts/000/009/433/blext20131206-17307-1tblefv.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-07,No Cuts Confirmed
178,,2016-05-11,Transfer-WCT,16852 Harlow,,,0.0,http://gtjadmin.com/view_assets.asp?id=2105792,Sales Review,2016-05-25,,,,,,,,,2017-03-15,21.7682238040786,22069821.,https://wdwot.s3.amazonaws.com/blexts/000/683/755/1ccd6d5a91b488d4.jpg?t=1478146200,Auction,,Auction,DLBA Owned,False,False,False,,No Cuts Confirmed
179,,2014-12-04,Transfer-City PDD,103 Harmon,,Community Input,0.0,,,2017-03-07,,,,2009,,,,,,,01003390.,https://wdwot.s3.amazonaws.com/blexts/000/009/441/blext20131206-17307-1pjmk9c.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-09,No Cuts Confirmed
180,,2014-12-02,Transfer-MLB,108 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003372.,https://wdwot.s3.amazonaws.com/blexts/000/009/442/blext20131206-31959-jrtw29.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
181,,2015-06-16,Transfer-City PDD,8032 Marion,,,0.0,,Vacant Land,2016-07-26,,,,2003,,,,,,,17001564.,https://wdwot.s3.amazonaws.com/blexts/000/368/688/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
182,,2016-01-14,Transfer-City PDD,1545 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,06003371-85,https://wdwot.s3.amazonaws.com/blexts/000/009/451/blext20131206-32097-ilm3pc.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
183,,2014-12-04,Transfer-City PDD,111 Harmon,,Community Input,0.0,,,2017-03-07,,,,2009,,,,,,,01003391.,https://wdwot.s3.amazonaws.com/blexts/000/009/454/blext20131206-17307-19o6xo9.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-07,No Cuts Confirmed
184,,2016-01-13,Transfer-WCT,121 Harmon,,,0.0,,,2017-03-07,,,,,,,,,,,01003392.,https://wdwot.s3.amazonaws.com/blexts/000/009/466/blext20131206-17307-8rnqoy.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2017-03-07,No Cuts Confirmed
185,,2017-01-24,Transfer-City PDD,1551 Cortland,,Community Input,0.0,,Vacant Land,2017-01-30,,,,2009,,,,,,,06003386.,https://wdwot.s3.amazonaws.com/blexts/000/009/467/blext20131206-32097-hhsehz.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
186,,2016-01-14,Transfer-City PDD,1555 Cortland,,Community Input,0.0,,Vacant Land,2016-07-26,,,,2008,,,,,,,06003387.,https://wdwot.s3.amazonaws.com/blexts/000/009/482/blext20131206-32097-m439z6.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
187,,2016-01-14,Transfer-City PDD,1559 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2007,,,,,,,06003388.,https://wdwot.s3.amazonaws.com/blexts/000/009/493/blext20131206-32097-1jgb56i.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
188,,2016-01-15,Transfer-WCT,6185 Radnor,,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2060041,Sales Review,2016-03-31,,,,,,,,,2017-03-15,14.3120027430898,21078358.,https://wdwot.s3.amazonaws.com/blexts/000/551/097/aaace1c8fa41f844.jpg?t=1455082411,Own It Now,,Own It Now,DLBA Owned,False,False,False,,No Cuts Confirmed
189,,2014-12-04,Transfer-City PDD,132 Harmon,,,0.0,,,2016-03-30,,,,,,,,,,,01003368.,https://wdwot.s3.amazonaws.com/blexts/000/009/503/blext20131206-31959-bhrk6l.jpg,,,Side Lot,Formerly DLBA Owned,False,False,True,2015-12-22,No Cuts Confirmed
190,,2014-12-04,Transfer-City PDD,151 Harmon,,Community Input,0.0,,For Sale,2016-03-30,,,,2009,,,,,,,01003396.,https://wdwot.s3.amazonaws.com/blexts/000/009/523/blext20131206-17307-179bxdn.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
191,,2015-01-06,Transfer-WCT,1562 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2014,,,,,,,06003425.,https://wdwot.s3.amazonaws.com/blexts/000/009/525/blext20131206-32097-1lyprjh.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
192,,2014-12-02,Transfer-MLB,150 Harmon,,,0.0,,,2016-04-13,,,,,,,,,,,01003365.,https://wdwot.s3.amazonaws.com/blexts/000/009/531/blext20131206-31959-c99h8t.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2016-04-13,No Cuts Confirmed
193,,2014-01-23,Transfer-WCT,1574 Cortland,,,0.0,,For Sale,2016-03-30,,,,2013,,,,,,,06003422.,https://wdwot.s3.amazonaws.com/blexts/000/009/543/blext20131206-17307-1hgcpp2.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
194,,2016-01-14,Transfer-City PDD,1563 Cortland,,Community Input,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,06003389.,https://wdwot.s3.amazonaws.com/blexts/000/009/547/blext20131206-32097-1uytsk1.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
195,,2014-01-23,Transfer-WCT,5860 Eldred,,,0.0,,Vacant Land,2016-07-26,,,,2013,,,,,,,16000612.,https://wdwot.s3.amazonaws.com/blexts/000/014/519/blext20131206-32097-1bnrexf.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
196,,2016-01-13,Transfer-WCT,5868 Eldred,,,0.0,,,2016-09-19,,,,,,,,,,,16000611.,https://wdwot.s3.amazonaws.com/blexts/000/014/530/blext20131206-32097-jco3cq.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,2016-09-19,No Cuts Confirmed
197,,2014-12-04,Transfer-City PDD,9030 Delmar,,,0.0,,,2016-03-30,,,,2006,,,,,,,05005005.,https://wdwot.s3.amazonaws.com/blexts/000/014/543/blext20131209-27748-ft0xy.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
198,,2016-01-13,Transfer-WCT,9027 Delmar,,,0.0,http://gtjadmin.com/view_assets.asp?id=2053479,Demo Pipeline,2017-03-03,,,,,,,HHF5 NTP 1,2017-03-21,2017-03-15,14.3120027430898,05005190.,https://wdwot.s3.amazonaws.com/blexts/000/680/070/935f0d1365a93e7b.jpg?t=1477627867,HHF Demo,,HHF Demo,DLBA Owned,False,False,False,,Gas Cut Only
199,,2014-12-04,Transfer-City PDD,9033 Delmar,,,0.0,,,2016-03-30,,,,,,,,,,,05005189.,https://wdwot.s3.amazonaws.com/blexts/000/014/572/blext20131210-8305-1kf2o55.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
200,,2014-12-04,Transfer-City PDD,9036 Delmar,,,0.0,,,2017-03-25,,,,,,,,,,,05005006.,https://wdwot.s3.amazonaws.com/blexts/000/014/579/blext20131209-27748-1c6hw8.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,,No Cuts Confirmed
201,,2014-12-04,Transfer-City PDD,9039 Delmar,,,0.0,,,2016-03-30,,,,,,,,,,,05005188.,https://wdwot.s3.amazonaws.com/blexts/000/014/588/blext20131210-13304-1ilzh8w.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
202,,2014-07-10,Transfer-City PDD,5857 Eldred,6.15.2016A,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=1875011,Demo Contracted,2017-03-23,Rickman Enterprise Group,2017-03-20,12.22.16 F,2012,a07j000000EHcY6AAL,,HHF4 NTP 8,2016-06-07,2017-03-15,14.3120027430898,16000606.,https://wdwot.s3.amazonaws.com/blexts/000/635/635/fb22aa229b2581cc.jpg?t=1470974782,HHF Demo,,HHF Demo,DLBA Owned,False,False,False,,Double Cut
203,,2014-12-04,Transfer-City PDD,9042 Delmar,,,0.0,,,2017-03-25,,,,,,,,,,,05005007.,https://wdwot.s3.amazonaws.com/blexts/000/014/600/blext20131209-27748-19nnk7b.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,,No Cuts Confirmed
204,,2015-06-16,Transfer-City PDD,5851 Eldred,,Community Input,0.0,,For Sale,2016-11-21,,,,2008,,,,,,,16000605.,https://wdwot.s3.amazonaws.com/blexts/000/014/602/blext20131206-32097-12fgchs.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
205,,2014-05-09,Transfer-MLB,6834 Mercier,06012014A,Structure Removal,21240.16,http://www.gtjadmin.com/view_assets.asp?id=1887707,Sold,2016-08-01,"Adamo Group, Inc.",,Unit Price 1.1,2011,a07j0000003iIyrAAE,2014-10-20,HHF1 NTP 7,2014-07-07,,,18001646.,https://wdwot.s3.amazonaws.com/blexts/000/014/612/blext20131206-13247-1g1cih1.jpg,Side Lot,2014-10-18,Side Lot,DLBA Owned,False,True,False,2016-08-01,Double Cut
206,,2014-03-04,Transfer-City PDD,5845 Eldred,,Further Analysis,0.0,http://www.gtjadmin.com/view_assets.asp?id=1874094,Sales Review,2016-03-30,,,,2008,,,,,,,16000604.,https://wdwot.s3.amazonaws.com/blexts/000/014/614/blext20131206-32097-wseoz8.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
207,,2016-01-13,Transfer-WCT,5839 Eldred,,Community Input,0.0,,For Sale,2016-11-21,,,,,,,,,,,16000603.,https://wdwot.s3.amazonaws.com/blexts/000/014/624/blext20131206-32097-8s9pdm.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
208,,2014-01-23,Transfer-WCT,9051 Delmar,02272014B,Structure Removal,8600.0,http://www.gtjadmin.com/view_assets.asp?id=1871448,,2016-03-30,Smalley,,1A.2014,2013,a07j0000003iIyrAAE,2014-05-21,HHF1 NTP 1,2014-04-14,,,05005186.,https://wdwot.s3.amazonaws.com/blexts/000/014/632/blext20131210-9747-rgujuy.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,Double Cut
209,,2014-01-23,Transfer-WCT,5831 Eldred,02272014E,Structure Removal,8600.0,http://www.gtjadmin.com/view_assets.asp?id=1871662,For Sale,2016-11-21,Homrich,,2d.2014,2013,a07j0000003iIyrAAE,2014-05-16,HHF1 NTP 1,2014-04-14,,,16000602.,https://wdwot.s3.amazonaws.com/blexts/000/014/634/blext20131206-32097-biv5qn.jpg,Side Lot,2014-05-15,Side Lot,DLBA Owned,False,False,False,,Double Cut
210,,2014-12-04,Transfer-City PDD,9052 Delmar,,,0.0,,,2017-03-25,,,,,,,,,,,05005009.,https://wdwot.s3.amazonaws.com/blexts/000/014/642/blext20131206-32097-i02q9g.jpg,,,Side Lot,Formerly DLBA Owned,False,False,False,,No Cuts Confirmed
211,,2014-12-04,Transfer-City PDD,9055 Delmar,,,0.0,,,2016-03-30,,,,,,,,,,,05005185.,https://wdwot.s3.amazonaws.com/blexts/000/014/652/blext20131210-13081-13mjm7l.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
212,,2015-06-16,Transfer-City PDD,4251 Joseph Campau,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,11002734.,https://wdwot.s3.amazonaws.com/blexts/000/391/062/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
213,,2016-01-15,Transfer-WCT,19125 Strathmoor,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,22038163.,https://wdwot.s3.amazonaws.com/blexts/000/014/667/blext20131206-17307-6w21uv.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
214,,2015-06-16,Transfer-City PDD,4208 Joseph Campau,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,11002388.,https://wdwot.s3.amazonaws.com/blexts/000/391/077/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
215,,2016-01-13,Transfer-WCT,9061 Delmar,,,0.0,,For Sale,2016-11-21,,,,,,,,,,,05005184.,https://wdwot.s3.amazonaws.com/blexts/000/014/673/blext20131206-17307-yybrht.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
216,,2014-01-23,Transfer-WCT,9064 Delmar,02272014B,Structure Removal,6800.0,http://www.gtjadmin.com/view_assets.asp?id=1871449,,2016-03-30,Smalley,,1A.2014,2013,a07j0000003iIyrAAE,2014-05-21,HHF1 NTP 1,2014-04-14,,,05005011.,https://wdwot.s3.amazonaws.com/blexts/000/014/685/blext20131206-32097-rh7i0a.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,Double Cut
217,,2014-12-02,Transfer-MLB,9067 Delmar,,,0.0,,,2016-03-30,,,,,,,,,,,05005183.,https://wdwot.s3.amazonaws.com/blexts/000/014/693/blext20131210-31065-1qj3l2d.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
218,,2015-06-16,Transfer-City PDD,4214 Joseph Campau,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,11002389.,https://wdwot.s3.amazonaws.com/blexts/000/391/075/blext.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
219,,2016-01-15,Transfer-WCT,16825 Mansfield,,Further Analysis,0.0,,,2017-01-30,,,,,,,,,,,22057672.,https://wdwot.s3.amazonaws.com/blexts/000/663/632/193052a3950c9d08.jpg?t=1475122105,Rehabbed and Ready,,Rehabbed and Ready,DLBA Owned,False,True,False,,No Cuts Confirmed
220,,2014-12-04,Transfer-City PDD,9073 Delmar,,,0.0,,,2016-03-30,,,,,,,,,,,05005182.,https://wdwot.s3.amazonaws.com/blexts/000/014/720/blext20131206-17307-uritr0.jpg,Community Partner,,Community Partner,DLBA Owned,False,False,False,,No Cuts Confirmed
221,,2014-12-04,Transfer-City PDD,135 Westminster,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003144.,https://wdwot.s3.amazonaws.com/blexts/000/014/723/blext20131206-13247-i7igp7.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
222,,2015-01-06,Transfer-WCT,1566 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2014,,,,,,,06003424.,https://wdwot.s3.amazonaws.com/blexts/000/009/584/blext20131206-17307-1sxlapn.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
223,,2016-01-13,Transfer-WCT,207 Harmon,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,01003399.,https://wdwot.s3.amazonaws.com/blexts/000/009/597/blext20131206-17307-1jmbb5x.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
224,,2014-12-04,Transfer-City PDD,200 Harmon,,Community Input,0.0,,For Sale,2016-03-30,,,,,,,,,,,01003363.,https://wdwot.s3.amazonaws.com/blexts/000/009/599/blext20131206-31959-qwikqb.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
225,,2015-01-06,Transfer-WCT,1567 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2014,,,,,,,06003390.,https://wdwot.s3.amazonaws.com/blexts/000/009/638/blext20131206-17307-1uj5cwg.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
226,,2014-12-04,Transfer-City PDD,206 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,2010,,,,,,,01003362.,https://wdwot.s3.amazonaws.com/blexts/000/009/645/blext20131206-31959-oifhje.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
227,,2017-01-24,Transfer-City PDD,213 Harmon,,,0.0,,Vacant Land,2017-01-30,,,,,,,,,,,01003400.,https://wdwot.s3.amazonaws.com/blexts/000/009/660/blext20131206-17307-125q5l0.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
228,,2015-04-01,Default Judgement,5220 Canyon,2.22.2016D,Structure Removal,0.0,http://www.gtjadmin.com/view_assets.asp?id=2060027,,2016-11-15,,,,,,,HHF3 NTP6,2016-02-17,2017-03-15,14.3120027430898,21078557.002L,https://wdwot.s3.amazonaws.com/blexts/000/656/493/37dcfe608379de9d.jpg?t=1473998989,Inventory,,Inventory,DLBA Owned,False,False,False,,Double Cut
229,,2014-03-04,Transfer-City PDD,212 Harmon,03282014C,Structure Removal,10150.0,http://www.gtjadmin.com/view_assets.asp?id=1873616,For Sale,2016-11-21,ABC Demolition,,4a,2006,a07j0000003iIyrAAE,2014-07-30,HHF1 NTP 2,2014-03-27,,,01003361.,https://wdwot.s3.amazonaws.com/blexts/000/613/913/a414de485e6be956.jpg?t=1468296572,Side Lot,2014-07-18,Side Lot,DLBA Owned,False,False,False,,Double Cut
230,,2014-12-02,Transfer-MLB,219 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003401.,https://wdwot.s3.amazonaws.com/blexts/000/009/686/blext20131206-17307-zefzgc.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
231,,2015-06-16,Transfer-City PDD,2145 Lakeview,,Structure Removal,0.0,,Intake Review,2015-06-16,,,,2010,,,,,2017-03-15,66.0103353426164,21052639.,https://wdwot.s3.amazonaws.com/blexts/000/009/688/blext20131206-32097-oyuq9m.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
232,,2014-12-04,Transfer-City PDD,218 Harmon,,,0.0,,For Sale,2016-11-21,,,,2006,,,,,,,01003360.,https://wdwot.s3.amazonaws.com/blexts/000/009/699/blext20131206-31959-zkdl4x.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
233,,2015-01-06,Transfer-WCT,1571 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2014,,,,,,,06003391.,https://wdwot.s3.amazonaws.com/blexts/000/009/702/blext20131206-32097-11uw24c.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
234,,2014-12-04,Transfer-City PDD,224 Harmon,,,0.0,,For Sale,2016-11-21,,,,,,,,,,,01003359.,https://wdwot.s3.amazonaws.com/blexts/000/009/712/blext20131206-31959-6lpnbj.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
235,,2016-01-15,Transfer-WCT,19431 Sorrento,,,0.0,,,2016-03-30,,,,,,,,,,,22023923.,https://wdwot.s3.amazonaws.com/blexts/000/666/809/18f9cf1ac479b886.jpg?t=1475640494,,,Side Lot,Formerly DLBA Owned,False,False,True,2016-03-09,No Cuts Confirmed
236,,2015-06-16,Transfer-City PDD,1575 Cortland,,,0.0,,Vacant Land,2016-07-26,,,,2009,,,,,,,06003392.,https://wdwot.s3.amazonaws.com/blexts/000/009/728/blext20131206-32097-zkku7o.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
237,,2014-12-02,Transfer-MLB,225 Harmon,,,0.0,,Vacant Land,2016-07-26,,,,,,,,,,,01003402.,https://wdwot.s3.amazonaws.com/blexts/000/009/730/blext20131209-29684-15fep8f.jpg,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
238,,2016-01-13,Transfer-WCT,231 Harmon,,,0.0,,For Sale,2016-03-30,,,,,,,,,,,01003403.,https://wdwot.s3.amazonaws.com/blexts/000/009/746/blext20131206-17307-1kwo0di.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
239,,2014-12-02,Transfer-MLB,230 Harmon,,,0.0,,For Sale,2016-11-21,,,,,,,,,,,01003358.,https://wdwot.s3.amazonaws.com/blexts/000/009/753/blext20131206-31959-sxroij.jpg,Side Lot,,Side Lot,DLBA Owned,False,False,False,,No Cuts Confirmed
240,,2015-06-16,Transfer-City PDD,9539 Goodwin,,Further Analysis,0.0,http://gtjadmin.com/view_assets.asp?id=1993048,,2015-08-04,,,,,,,,,,,05004957.,https://wdwot.s3.amazonaws.com/blexts/000/571/861/35716989bb245eb8.jpg?t=1463198673,Inventory,,Inventory,DLBA Owned,False,False,False,,No Cuts Confirmed
